Sigla,Numero,Ano,Nome,Descricao,Apelido,Indexacao
PL,9969,2000,PL 9969/2000,Lei Ordinária,"Lei Orçamentária Anual (LOA), 2000","ORÇAMENTO, 2000 - União Federal - Despesa - Receita  - Despesa - Exercício financeiro - Detalhamento - Administração federal     ORÇAMENTO FISCAL    ORÇAMENTO DA SEGURIDADE SOCIAL    LEI ORÇAMENTÁRIA ANUAL (LOA), 2000"
PL,9981,2000,PL 9981/2000,Lei Ordinária,Lei Maguito Vilela,MINISTÉRIO DO ESPORTE E TURISMO - Bingo - Sorteio - Vale brinde - Prêmio - Exploração - Autorização - Crime - Infração - Membros - Esporte amador - Esporte profissiional - Sistema brasileiro de desporto - Vinculação - Conselho - Composição - Critérios - Benefício fiscal - Repasse - Recursos financeiros - Entidade - Sistema nacional - Sociedade civil - Instituição comercial - Empresa - Contrato de trabalho - Atletas - Justiça desportiva     LEI MAGUITO VILELA
PL,9984,2000,PL 9984/2000,Lei Ordinária,Lei da ANA,AGÊNCIA NACIONAL DE ÁGUA (ANA) - Criação - Organização administrativa - Pessoal - Patrimônio - Receita - Política nacional - Nacionalização - Utilização - Recursos hídricos - Bacia hidrográfica - Vinculação - Natureza jurídica - Composição - Estruturação - Meio ambiente    MINISTÉRIO DO MEIO AMBIENTE    LEI DA ANA
CD-DG,551,1990,CD-DG 551/1990,Portaria,Contratação,Departamento de Finanças - Administração de pessoal - Recursos humanos - Delegação de competência - Diretor do Departamento de Pessoal - Ato administrativo - Contratação - Assinatura - Empregado - Celetista - Lotação - Gabinete parlamentar - Diretor do Departamento de Finanças e de Controle Interno - Rescisão do contrato - Secretariado parlamentar        
CD-MESA,43,2009,CD-MESA 43/2009,Ato da Mesa,Cota para o Exercício da Atividade Parlamentar,"CÂMARA DOS DEPUTADOS - DEPUTADO FEDERAL - Suplente - Candidato - Exceção     DESPESA PÚBLICA - Passagem aérea - Telefonia - Bens móveis - Serviços Postais - Proibição - Antecipação - Transferência - Beneficiário - Conversão em pecúnia - Gastos eleitorais - Aquisição - Selo postal - Manutenção - Escritório - Atuação parlamentar - Publicidade - Divulgação - Prazo - Data - Período - Anterioridade - Impedimento - Eleição federal - Eleição estadual - Eleição municipal - Assinatura - Assinatura de jornais - Publicação - Publicação periódica - Alimentação - Hospedagem - Locação - Fretamento - Aeronave - Embarcação - Veículo automotor - Combustível - Lubrificante - Motorista profissional - Limite máximo - Prorrogação - Acumulação ilegal - Serviços - Segurança - Segurança privada - Consultoria - Pesquisa socioeconômica - Reembolso - Ressarcimento - Indenização - Indenização de transporte - Solicitação - Requerimento - Documentação comprobatória - Nota fiscal - Recibo - Prazo máximo - Requisição de Passagem Aérea (RPA) - Requisição de Serviços Postais (RSP) - Saldo - Credenciamento - Cadastramento     CRIAÇÃO - Cota para o Exercício da Atividade Parlamentar  (CEAP)     EXTINÇÃO - Cota postal-telefônica - Verba de Transporte Aéreo - Verba Indenizatória do Exercício Parlamentar     COMPETÊNCIA - Terceiro-Secretário - Terceira-Secretaria - Presidente - Coordenação de Gestão de Cota Parlamentar (Cogep) - Departamento de Finanças, Orçamento e Contabilidade (Defin) - Secretário Parlamentar -     ALTERAÇÃO - Denominação - Núcleo de Fiscalização e Controle da Verba Indenizatória do Exercício Parlamentar - Núcleo de Controle da Cota para o Exercício da Atividade Parlamentar (Nucep) - Atribuição -     EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS (ECT) - Empresa de transporte aéreo     PENALIDADE - Desconto - Folha de pagamento     COTA ADICIONAL - Franquia livre - Telefone - Líder parlamentar - Vice-líder parlamentar - Líder do Governo na Câmara dos Deputados - Líder do Governo no Congresso Nacional - Vice-líder do Governo na Câmara dos Deputados - Vice-líder do Governo no Congresso Nacional - Vice-presidente - Comissão Permanente - Mesa Diretora     DIVULGAÇÃO - Publicação eletrônica - INTERNET - Portal Transparência da Câmara dos Deputados - Controle social "
PE,1001,1969,PE 1001/1969,Decreto-Lei,Código Penal Militar ,CÓDIGO PENAL MILITAR
PE,1002,1969,PE 1002/1969,Decreto-Lei,Código de Processo Penal Militar ,CÓDIGO DE PROCESSO PENAL MILITAR     
PE,1003,1969,PE 1003/1969,Decreto-Lei,Lei de Organização Judiciária Militar (1969); Lei da Organização Judiciária Militar (1969);  LOJM; Código da Justiça Militar (1969),LEI DE ORGANIZAÇÃO JUDICIÁRIA MILITAR (1969) - LOJM    JUSTIÇA MILITAR - Organização - Território nacional - Tempo de paz - STM    JUIZ MILITAR - Conselho de Justiça - Circunscrição judiciária    AUDITORIA DE CORREÇÃO - Auditor corregedor - Secretaria - Cartório - Competência - Presidente - STM    STM - Regulamento - Primeira auditoria - Segunda auditoria    
PE,1005,1969,PE 1005/1969,Decreto-Lei,Código de Propriedade Industrial (1969),CÓDIGO DE PROPRIEDADE INDUSTRIAL (1969)    
PE,107,1937,PE 107/1937,Decreto-Lei,"Lei Orçamentária, 1938",ORÇAMENTO FEDERAL - Receita - Despesa - Exercício financeiro - 1938    ORÇAMENTO PÚBLICO    IMPOSTO    CONTRIBUIÇÃO 
PE,1210,1939,PE 1210/1939,Decreto-Lei,Código de Caça (1939),APROVAÇÃO - CÓDIGO - CAÇA - COMPETÊNCIA - EXECUÇÃO - DCP - DNPA - REGISTRO - COMPETÊNCIA PRIVATIVA - UNIÃO FEDERAL - LEGISLAÇÃO ESTADUAL - ESPECIFICAÇÃO - ANIMAL - FAUNA SILVESTRE - PROIBIÇÃO - REGULAMENTAÇÃO - LICENCIAMENTO - CAÇADOR - ÂMBITO - ATIVIDADE PROFISSIONAL - CAÇA AMADORÍSTICA - LIMITAÇÃO - LOCAL - DEFINIÇÃO - CRITÉRIOS - ASSOCIAÇÕES - CONFEDERAÇÃO - TIRO AO ALVO - INCENTIVO - ESTADOS - MUNICÍPIOS - CRIAÇÃO - LOCAL - PARQUE - PRESERVAÇÃO - ESTABELECIMENTO - TRANSPORTE - COMÉRCIO - INDÚSTRIA - CARNE - PELES - DEFINIÇÃO - FISCALIZAÇÃO - PENALIDADE - INFRAÇÃO - TRIBUTAÇÃO - PESQUISA CIENTÍFICA - TURISMO - VINCULAÇÃO     CÓDIGO DE CAÇA (1939)                
PE,1259,1939,PE 1259/1939,Decreto-Lei,Lei do Silêncio,AUTORIZAÇÃO - PREFEITO - DISTRITO FEDERAL - PROVIDENCIA - PROIBIÇÃO - EXCESSO - RUIDO - ZONA URBANA - REGULARIDADE - RECEPÇÃO - RADIO - DETERMINAÇÃO - MULTA - PENALIDADE - INFRAÇÃO - LEI DO SILENCIO - LIMITAÇÃO - POSIÇÃO - VOO - AERONAVE - PROXIMIDADE - CIDADE - ATENDIMENTO - LEI DO SILENCIO            
PE,12825,1918,PE 12825/1918,Decreto,agamento - Salário - ,MINISTÉRIO DA FAZENDA (1891-1990) - Abertura - Crédito suplementar - Salário - Operário - Casa da Moeda do Brasil (CMB)
PE,13330,1918,PE 13330/1918,Decreto, Ajuda de custo - ,MINISTÉRIO DA FAZENDA (1891-1990) - Abertura - Crédito especial - Pagamento - Ajuda de custo - Cônsul-geral - Aposentado 
PE,157,1967,PE 157/1967,Decreto-Lei,Lei do Fundo 157 ,INCENTIVO FISCAL - Concessão - Empresa    AÇÕES - Incentivo - Aquisição    DÉBITO FISCAL - Facilitação - Pagamento    IMPOSTO DE RENDA - Normas - Tributação - Rendimento - Pessoa física - Pessoa jurídica    DEBÊNTURES - Instituição financeira    LEI DO FUNDO 157
PE,1608,1939,PE 1608/1939,Decreto-Lei,Código de Processo Civil (1939),CÓDIGO DE PROCESSO CIVIL (1939) - Ato judicial - Prazo judicial - Férias -Despesas processuais - Custas - Multa - Justiça gratuita - Procurador - Litisconsorte - Juiz - Auxiliar de justiça - Serventuário - Perito - Competência - Processo - Petição inicial - Citação - Notificação - Intimação - Contestação - Suspeição - Reconvenção - Suspensão - Absolvição - Encerramento - Prova -  Prova documental - Depoimento pessoal - Confissão - Testemunha - Presunção - Indício - Perícia - Audiência - Nulidade - Patente de invenção - Sentença judicial - Processo ordinário - Procedimento - Ação executiva - Ação cominatória - Titulo ao portador - Ação de consignação - Mandado de segurança - Loteamento - Venda - Imóvel - Ação de despejo - Ação de depósito - Ação possessória - Interdito proibitório - Imissão de posse - Terras - Divisão - Demarção - Ação de usocapião - Registro torrens - Inventário - Partilha - Citação - Herdeiro - Contestação - Avaliação - Colação - Arrolamento - Testamento - Usofruto - Fideicomisso - Herança jacente - Bens - Averbação - Retificação - Registro civil - Tutor - Curador - Emancipação - Cocessão - Desquite - Fundação - Sociedades - Medida preventiva - Caução - Alienação judicial - Embargo de terceiro - Atentado - Protesto judicial - Notificação - Interpelação  - Justificação judicial - Nascituro - Casamento - Avaria - STF - Sentença estrangeira - Ação recisória - Conflito de jurisdição - Recurso judicial - Apelação - Embargos - Agravo - Recurso extraordinário -    Execução judicial -  Liquidação da sentenção - Penhora - Avaliação - Arrematação - Adjudicação - Remissão - Juizo arbitral - Homologação
PE,16766,1925,PE 16766/1925,Decreto,"Lei Orçamentária, 1924",ORÇAMENTO FEDERAL - Receita - Despesa - Exercício financeiro - 1924    ORÇAMENTO PÚBLICO    IMPOSTO    CONTRIBUIÇÃO 
PE,1713,1939,PE 1713/1939,Decreto-Lei,Estatuto dos Funcionários Públicos (1939); Estatuto do Funcionário Público (1939),DISPOSIÇÃO - ESTATUTO - FUNCIONÁRIO PÚBLICO - CIVIL - UNIÃO FEDERAL    ESTATUTO DOS FUNCIONÁRIOS PÚBLICOS (1939)    
PE,17180,1926,PE 17180/1926,Decreto,"Lei Orçamentária, 1925/1926",ORÇAMENTO FEDERAL - Receita - Despesa - Exercício financeiro - 1925/1926    ORÇAMENTO PÚBLICO    IMPOSTO    CONTRIBUIÇÃO
PE,17231-A,1926,PE 17231-A/1926,Decreto,Código da Justiça Militar (1926),CÓDIGO DA JUSTIÇA MILITAR (1926)
PE,17943-A,1927,PE 17943-A/1927,Decreto,Código de Menores (1927); Código Mello Mattos,MENOR    CÓDIGO DE MENORES (1927)
PE,1922,1996,PE 1922/1996,Decreto,Lei da RPPN; Lei das Reservas Particulares do Patrimônio Natural,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL - Reconhecimento - Objetivo     INSTITUO BRASILEIRO DO MEIO AMBIENTE E DOS RECURSOS NATURAIS RENOVÁVEIS (IBAMA) - Orgão fiscalizador    INSTITUTO NACIONAL DE COLONIZAÇÃO E REFORMA AGRÁRIA (INCRA) - Concessão - Isenção - ITR - Solicitação - Proprietário     LEI DA RPPN
PE,1936,1939,PE 1936/1939,Decreto-Lei,"Lei Orçamentária, 1940",ORÇAMENTO FEDERAL - Receita - Despesa - Exercício financeiro - 1940    ORÇAMENTO PÚBLICO    IMPOSTO    CONTRIBUIÇÃO 
PE,19550,1930,PE 19550/1930,Decreto,"Lei Orçamentária, 1931",ORÇAMENTO FEDERAL - Receita - Despesa - Exercício financeiro - 1931    ORÇAMENTO PÚBLICO    IMPOSTO    CONTRIBUIÇÃO 
PE,19626,1931,PE 19626/1931,Decreto,"Lei Orçamentária, 1931",ORÇAMENTO FEDERAL - Receita - Despesa - Exercício financeiro - 1931    ORÇAMENTO PÚBLICO    IMPOSTO    CONTRIBUIÇÃO
PE,1985,1940,PE 1985/1940,Decreto-Lei,Código de Minas (1940),CÓDIGO DE MINAS (1940)    MINA - Minérios - Jazida - Exploração - Regulamentação - Direitos - Aproveitamento
PE,19850,1931,PE 19850/1931,Decreto,Lei Francisco Campos,CONSELHO NACIONAL DE EDUCAÇÃO - Criação - Competência - Atribuição - Composição - Membros - Nomeação - Presidente da República - Universidade pública - Universidade federal - Instituto superior de educação - Direito - Medicina - Engenharia - Ensino superior - Estados - Universidade particular - Ensino médio - Ensino secundário - Personalidade - Educação - Diretor - Departamento Nacional do Ensino    LEI FRANCISCO CAMPOS - Reforma - Educação
PE,19851,1931,PE 19851/1931,Decreto,Estatuto das Universidades Brasileiras. Lei Francisco Campos,ENSINO SUPERIOR - Universidade pública - Universidade particular - Universidade federal - Universidade estadual - Instituto superior de educação - Organização administrativa - Governo federal - Governo estadual - Autonomia administrativa - Personalidade jurídica - Estatuto - Conselho Nacional de Educação    UNIVERSIDADE - Equiparação - Irregularidade - Funcionamento    UNIVERSIDADE - Administração - Reitor - Nomeação - Lista tríplice - Atribuição - Competência - Reitoria -Conselho universitário - Secretaria geral    LEI FRANCISCO CAMPOS - Reforma - Educação
PE,19852,1931,PE 19852/1931,Decreto,Lei Francisco Campos,"UNIVERSIDADE DO RIO DE JANEIRO - Organização administrativa - Instituto de ensino superior - Faculdade de Direito - Faculdade de Medicina - Escola Politécnica - Escola de Minas - Faculdade de Educação, Ciências e Letras - Faculdade de Farmácia - Faculdade de Odontologia - Escola Nacional de Belas Artes - Instituto Nacional de Música    UNIVERSIDADE DO RIO DE JANEIRO - Reitor - Competência - Atribuição - Direção - Administração - Nomeação - Conselho Universitário - Composição - Membros - Gestão financeira - Disciplina - Manutenção da ordem - Assembléia universitária - Congregação - Professor efetivo - Docente - Professor Titular-Livre - Representante - Prerrogativa de função - Estatuto das Universidades Brasileiras    UNIVERSIDADE DO RIO DE JANEIRO - Anuário - Composição - Regimento interno - Ano letivo    INSTITUTO DE ENSINO SUPERIOR - Organização administrativa - Diretor - Conselho técnico-administrativo - Congregação - Ensino superior - Didática - Curso superior - Curso de graduação - Disciplina escolar - Doutorado - Modalidade - Duração - Seriação - Ordem - Grade - Aula - Avaliação (ensino) - Nota (ensino) - Regimento interno - Regulamento - Penalidade    ESTUDANTE UNIVERSITÁRIO - Candidato - Admissão - Ingresso - Vestibular - Prova escrita - Prova oral - Promoção - Habilitação - Bacharelado - Corpo discente - Deveres - Direitos - Diploma - Certificado - Estrangeiro - Revalidação - Diretório Central dos Estudantes (DCE)    MEDICINA - Ensino - Graduação - Equiparação - Curso de aperfeiçoamento - Especialização - Professor titular - Professor catedrático - Livre-docente - Auxiliar de ensino - Clínica médica - Pesquisa    LEI FRANCISCO CAMPOS - Reforma - Educação"
PE,19890,1931,PE 19890/1931,Decreto,Lei Francisco Campos,ENSINO SECUNDÁRIO - Organização    LEI FRANCISCO CAMPOS - Reforma - Educação
PE,20158,1931,PE 20158/1931,Decreto,Lei Francisco Campos,ENSINO - Comércio - Organização    CONTADOR - Profissão - Regulamentação    LEI FRANCISCO CAMPOS - Reforma - Educação
PE,20852,1931,PE 20852/1931,Decreto,"Lei Orçamentária, 1932",ORÇAMENTO FEDERAL - Receita - Despesa - Exercício financeiro - 1932    ORÇAMENTO PÚBLICO    IMPOSTO    CONTRIBUIÇÃO 
PE,209,1967,PE 209/1967,Decreto-Lei,Código Brasileiro de Alimentos,ALIMENTO - Registro - Rótulo - Fiscalização - Saúde pública    ALIMENTO - Normas - Importação - Exportação - Comércio    CNNPA - Criação - Competência    CÓDIGO BRASILEIRO DE ALIMENTOS    
PE,21076,1932,PE 21076/1932,Decreto,Código Eleitoral (1932),CÓDIGO ELEITORAL (1932)
PE,21241,1932,PE 21241/1932,Decreto,Lei Francisco Campos,ENSINO SECUNDÁRIO - Organização    LEI FRANCISCO CAMPOS - Reforma - Educação
PE,221,1967,PE 221/1967,Decreto-Lei,Código de Pesca (1967),PESCA - Autorização - Proibição - Concessão    INDÚSTRIA PESQUEIRA - Isenção fiscal    SUDEP - Competência - Industrialização - Comércio - Fiscalização - Embarcação - Empresa de pesca     PESCADOR - Pesca profissional - Pesca amadorística - Pesca subaquática    PESCA - Isenção fiscal - Imposto de importação - IPI    BALEIA - Pesca - Industrialização     EMBARCAÇÃO PESQUEIRA - Isenção Fiscal     COLÔNIA DE PESCADORES     CONFEDERAÇÃO NACIONAL DOS PESCADORES    CÓDIGO DE PESCA (1967)
PE,22278,1932,PE 22278/1932,Decreto,"Lei Orçamentária, 1933",ORÇAMENTO FEDERAL - Receita - Despesa - Exercício financeiro - 1933    ORÇAMENTO PÚBLICO    IMPOSTO    CONTRIBUIÇÃO 
PE,2228-1,2001,PE 2228-1/2001,Medida Provisória,Lei da Agência Nacional do Cinema; Lei da Ancine,CINEMA - Conselho Superior do Cinema - Apoio - Desenvolvimento - Filme brasileiro - Criação    FILME BRASILEIRO - Autorização - Criação - Fundos - Financiamento    CINEMA - Alteração - Legislação - Contribuição - Desenvolvimento - Produção cinematográfica    POLÍTICA NACIONAL - Cinema    OBRA VIDEOFONOGRÁFICA    AUDIOVISUAL - Pirataria - Combate    Agência Nacional do Cinema (ANCINE) - Criação - Competência - Organização administrativa    INDÚSTRIA CINEMATOGRÁFICA - Sistema de informação    CINEMA - Sala especial - Exibição - Bilheteria - Receita - Renda - Prêmio - Criação    FILME PUBLICITÁRIO - Fime estrangeiro - Transmissão    Fundos de Financiamento da Indústria Cinematográfica Nacional (FUNCINES) - Criação - Condomínio fechado    CINEMA - Exibição - Distribuição - Empresa - Locação - Aluguel - Penalidade - Cultura - Produção - Doação - Patrocínio    FILME DOCUMENTÁRIO - Produção    VIDEO TAPE    RADIODIFUSÃO SONORA - Televisão - Contribuição para o Desenvolvimento da Indústria Cinematográfica Nacional (Condecine) - Assinatura    Programa de Apoio ao Desenvolvimento do Cinema Brasileiro (PRODECINE) - Criação - Recursos financeiros - Captação - Aplicação    FILME - Filme de curta metragem - Filme de longa metragem - Produção     
PE,22626,1933,PE 22626/1933,Decreto,Lei de Usura,JUROS - Contrato - Normas    LEI DE USURA
PE,227,1967,PE 227/1967,Decreto-Lei,Código de Mineração (1967),CÓDIGO DE MINAS (1940) - Alteração    DEPARTAMENTO NACIONAL DE PRODUÇÃO MINERAL (DNPM) - Competência - Fiscalização - Autorização - Pesquisa de minério - Concessão - Lavra de minério - Sanção    JAZIDA - Classificação    EMPRESA DE MINERAÇÃO - Organização    CÓDIGO DE MINERAÇÃO (1967)
PE,228,1967,PE 228/1967,Decreto-Lei,Lei Moniz de Aragão,REPRESENTAÇÃO ESTUDANTIL - Normas - Fiscalização     REPRESENTAÇÃO ESTUDANTIL - Estabelecimento de ensino - Nível superior - Organização - Competência    DIRETÓRIO ESTUDANTIL    DCE      LEI MONIZ DE ARAGÃO
PE,2283,1986,PE 2283/1986,Decreto-Lei,Plano Cruzado,SISTEMA MONETÁRIO NACIONAL- Normas    CRUZADO - Criação    CRUZEIRO - Alteração - Denominação    CENTAVO - Restabelecimento    BACEN - Competência - Remarcação - Cruzeiro    BACEN - Competência - Impressão - Papel moeda - Cunhagem - Moeda - Cruzado    ORTN - Alteração - Denominação    OTN - Valor    FGTS - Saldo - Conversão - Cruzado    PIS-PASEP - Saldo - Conversão - Cruzado    IPC - Reajustamento - Saldo - Caderneta de poupança - FGTS - PIS-PASEP    OBRIGAÇÕES - Conversão - Cruzado    SFH -  Prestação - Conversão - Cruzado    MERCADO DE CAPITAIS - Normas - Competência - CMN    SALÁRIO MÍNIMO - Conversão - Cruzado - Valor     FUNCIONÁRIO PÚBLICO - Conversão - Cruzado - Vencimentos - Soldo - Remuneração - Aposentadoria    SEGURO-DESEMPREGO - Criação - Valor - Requisitos - Recebimento    DÉBITOS - Condenação judicial - Concordata - Falência - Liquidação extrajudicial - Conversão - Cruzado - Reajustamento - OTN    ORÇAMENTO - Órgão público - Conversão - Cruzado - Saldo - Despesa    PREÇO - Estabilidade - Vigilância - Competência - SEAP - CIP - SUNAB - Ministério da Fazenda - Ministério da Justiça - Polícia Federal - CNDC    CORREÇÃO MONETÁRIA - Contrato - Prazo determinado    PLANO CRUZADO
PE,2335,1987,PE 2335/1987,Decreto-Lei,Plano Bresser,PLANO BRESSER - Plano econômico - Estabilidade econômica - Controle - Inflação - Congelamento de preços - Aluguel - Salário - Vencimentos - Mensalidade - Prazo determinado - Ministério da Justiça (1967-2016) - Ministério da Fazenda (1891-1990) - Ministério do Trabalho (1974-1990) - Competência - Cumprimento - Tabelamento - Preço - Flexibilização     MINISTRO DE ESTADO DA FAZENDA - Atribuição    UNIDADE DE REFERÊNCIA DE PREÇOS (URP) - Criação - Reajuste salarial - Preço - Índice de Preços ao Consumidor (IPC) - Base de cálculo - Taxa - Variação    DISSÍDIO TRABALHISTA - Negociação coletiva de trabalho - Reajuste automático    CONSELHO MONETÁRIO NACIONAL (CMN) - Adaptação - Mercado de capitais - Mercado financeiro - Sistema Financeiro de Habitação (SFH)    OBRIGAÇÃO FINANCEIRA - Operação de crédito - Deflação
PE,23672,1934,PE 23672/1934,Decreto,Código de Caça e Pesca,CÓDIGO DE CAÇA E PESCA
PE,23793,1934,PE 23793/1934,Decreto,Código Florestal (1934),CÓDIGO FLORESTAL (1934)
PE,24062,1934,PE 24062/1934,Decreto,"Lei Orçamentária, 1934/1935",ORÇAMENTO FEDERAL - Receita - Despesa - Exercício financeiro - 1934/1935    ORÇAMENTO PÚBLICO    IMPOSTO    CONTRIBUIÇÃO 
PE,24150,1934,PE 24150/1934,Decreto,Lei de Luvas,LOCAÇÃO - Imóvel - Comércio - Indústria - Regulamentação    CONTRATO - Locatário - Locador - Indenização - Prorrogação    LEI DE LUVAS
PE,24642,1934,PE 24642/1934,Decreto,Código de Minas (1934),CÓDIGO DE MINAS (1934)
PE,24643,1934,PE 24643/1934,Decreto,Código de Águas,CÓDIGO DE ÁGUAS - Águas públicas - Água - Aproveitamento - Navegação de cabotagem - Caça - Presca - Energia hidráulica
PE,24645,1934,PE 24645/1934,Decreto,Lei de Proteção aos Animais,ANIMAL - Proteção - Animal - Tutela - Governo Federal    PENALIDADE - Abuso - Abandono - Morte - Abate - Prisão - Animal    LEI DE PROTEÇÃO AOS ANIMAIS
PE,25,1937,PE 25/1937,Decreto-Lei,Lei do Patrimônio Cultural,PATRIMÔNIO ARTÍSTICO - Organização - Proteção     PATRIMÔNIO HISTÓRICO     LEI DO PATRIMÔNIO CULTURAL
PL,1521,1951,PL 1521/1951,Lei Ordinária,Lei dos Crimes Contra a Economia Popular; Lei de Economia Popular,LEI DOS CRIMES CONTRA A ECONOMIA POPULAR     
PL,1533,1951,PL 1533/1951,Lei Ordinária,Lei do Mandado de Segurança (1951),CÓDIGO DE PROCESSO CIVIL - Alteração    LEI DO MANDADO DE SEGURANÇA (1951)
PL,1579,1952,PL 1579/1952,Lei Ordinária,Lei das Comissões Parlamentares de Inquérito; Lei das CPIs,CPI - Regulamento    LEI DAS COMISSÕES PARLAMENTARES DE INQUÉRITO
PL,162,1947,PL 162/1947,Lei Ordinária,"Lei Orçamentária Anual (LOA), 1948","ORÇAMENTO, 1948 - União Federal    LEI ORÇAMENTÁRIA ANUAL (LOA), 1948"
PL,11898,2009,PL 11898/2009,Lei Ordinária,Regime de Tributação Unificada (RTU); Lei dos Sacoleiros,REGIME DE TRIBUTAÇÃO UNIFICADA (RTU) - Criação - Adesão - Comissão - Membro - Opção - Microempresa - Regime Especial Unificado de Arrecadação de Tributos e Contribuições devidos pelas Microempresas e Empresas de Pequeno Porte (SIMPLES NACIONAL) - Infração - Penalidade - Multa    IMPORTAÇÃO - Mercadoria - Controle aduaneiro - Via terrestre - Transporte rodoviário - Paraguai    TRIBUTAÇÃO - Alíquota - Pagamento - Imposto sobre produtos industrializados (IPI) - Imposto de Importação - Contribuição Social para o Financiamento da Seguridade Social devida pelo Importador de Bens Estrangeiros ou Serviços do Exterior (Cofins-Importação) - Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público incidente na Importação de Produtos Estrangeiros ou Serviços (PIS-Pasep-Importação) - Imposto sobre Operações relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação (ICMS) - Produto industrializado - Superintendência da Zona Franca de Manaus (Suframa) - Isenção    CONTRIBUIÇÃO - Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público (Contribuição PIS-Pasep) - Valor - Crédito - Desconto - Vale-transporte - Vale-refeição - Vale-alimentação - Uniforme - Fornecimento - Empregado - Pessoa jurídica - Prestação de serviço - Limpeza - Conservação - Manutenção - Empresa
PL,11900,2009,PL 11900/2009,Lei Ordinária,Lei da Videoconferência ,CÓDIGO PROCESSO PENAL - Alteração - Realização - Interrogatório - Videoconferência    VIDEOCONFERÊNCIA - Interrogatório - Ato processual - Réu - Preso - Detento - Testemunha    CARTA ROGATÓRIA - Expedição    LEI DA VIDEOCONFERÊNCIA
PL,11904,2009,PL 11904/2009,Lei Ordinária,Estatuto de Museus ,ESTATUTO DE MUSEUS - Criação    ACERVO MUSEOLÓGICO - Acesso - Estudo - Pesquisa - Cultura - Difusão - Divulgação    BENS CULTURAIS - Utilização - Imagem - Reprodução    MUSEU PÚBLICO - Museu privado - Atividade educativa    PLANO MUSEOLÓGICO - Elaboração - Implementação    SISTEMA DE MUSEUS - Estado (ente federado) - Município - Distrito Federal (Brasil)     
PL,11906,2009,PL 11906/2009,Lei Ordinária,Lei do Ibram ,INSTITUTO BRASILEIRO DE MUSEUS (IBRAM) - Criação - Competência - Organização administrativa    MINISTÉRIO DA CULTURA - Vinculação - Plano Especial de Cargos da Cultura - Quadro de pessoal - Cargo em comissão - Cargo de Direção e Assessoramento Superior (DAS) - Função comissionada - Criação - Instituto do Patrimônio Histórico e Artístico Nacional (Iphan) - Museu - Receita - Patrimônio - Transferência    LEI DO IBRAM
PL,11909,2009,PL 11909/2009,Lei Ordinária,Lei do Gás Natural,"POLÍTICA ENERGÉTICA - Regulamentação - Monopólio - Petróleo    GÁS NATURAL - Indústria - Transporte - Importação - Exportação - Processamento - Armazenamento - Tratamento - Comercialização - Distribuição - Escoamento - Acondicionamento - Suprimento - Exploração    UNIÃO - Concessão - Fiscalização - Empresa - Consórcio de empresas    GASODUTO - Licitação - Contrato - Acesso - Terceiros    Conselho Nacional de Política Energética (CNPE) - Competência    Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP) - Competência  - Lavra de minério - Carvão mineral - Gás metano    LEI DO GÁS NATURAL    "
PL,11910,2009,PL 11910/2009,Lei Ordinária,Lei do Air Bag ,AIR BAG - Instalação - Utilização - Veículo terrestre - Automóvel - Fabricação - Indústria automotiva - Equipamento - Obrigatoriedade - Acessório para veículo - Segurança veicular - Condutor de veículo rodoviário - Passageiro    CÓDIGO DE TRÂNSITO BRASILEIRO - Alteração    LEI DO AIR BAG
PL,11924,2009,PL 11924/2009,Lei Ordinária,Lei Clodovil ,REGISTRO DE NASCIMENTO - Averbação - Adoção - Sobrenome - Nome - Família - Enteado - Padastro - Madastra    CERTIDÃO DE NASCIMENTO - Alteração - Nome     LEI CLODOVIL
PL,11930,2009,PL 11930/2009,Lei Ordinária,Lei Pietro,SEMANA DE MOBILIZAÇÃO NACIONAL PARA DOAÇÃO DE MEDULA ÓSSEA - Criação - Incentivo - Registro Nacional de Doadores de Medula Óssea (REDOME)    LEI PIETRO
PL,11944,2009,PL 11944/2009,Lei Ordinária,Lei do Salário Mínimo (2009),"SALÁRIO MÍNIMO - Reajuste - Mês - Fevereiro, 2009 "
