Sigla,Numero,Ano,Nome,Descricao,Apelido,Indexacao
PL,7116,1983,PL 7116/1983,Lei Ordinária,Lei da Carteira de Identidade ,CARTEIRA DE IDENTIDADE - Validade - Expedição - Emissão - Regulamentação - Território Nacional    LEI DA CARTEIRA DE IDENTIDADE
PL,7155,1983,PL 7155/1983,Lei Ordinária,"Lei Orçamentária Anual (LOA), 1984","ORÇAMENTO, 1984 - União Federal    CÂMARA DOS DEPUTADOS    LEI ORÇAMENTÁRIA ANUAL (LOA), 1984"
PL,7170,1983,PL 7170/1983,Lei Ordinária,Lei de Segurança Nacional ,LEI DE SEGURANÇA NACIONAL     CRIME - Segurança Nacional - Ordem política e social - Procedimento - Julgamento
PL,72,2013,PL 72/2013,Emenda Constitucional,PEC das Domésticas,EMPREGADO DOMÉSTICO - Garantia - Direitos trabalhistas - Relação de emprego - Ampliação - Alteração    DIREITOS - Proteção - Despedida injusta - Demissão por justa causa - Indenização - Compensação - Seguro-desemprego - Fundo de Garantia do Tempo de Serviço (FGTS) - Salário mínimo - Irredutibilidade - Décimo terceiro salário - Trabalho noturno - Adicional por serviço extraordinário - Salário-família - Jornada de trabalho - Carga horária - Repouso semanal remunerado - Remuneração - Percentual - Férias - Licença-maternidade - Licença paternidade - Aviso prévio - Trabalho - Riscos - Redução - Aposentadoria - Auxílio-creche - Auxílio pré-escolar - Dependente - Acordo coletivo de trabalho - Convenção coletiva de trabalho - Reconhecimento - Automação - Seguro - Acidente do trabalho - Diferença - Proibição - Discriminação - Pessoa com deficiência - Menor - Insalubridade - Previdência social - Inclusão    PEC DAS DOMÉSTICAS    
PL,7210,1984,PL 7210/1984,Lei Ordinária,Lei de Execução Penal ,LEI DE EXECUÇÃO PENAL    EXECUÇÃO PENAL - Preso condenado - Preso provisório - Egresso - Assistência - Trabalho - Direitos - Deveres - Disciplina - Falta disciplinar - Sanção - Recompensa - Órgão - Estabelecimento penal - Presídio - Patronato - Colônia agrícola - Colônia industrial - Anistia - Indulto - Regime - Saída - Autorização - Permissão - Saída temporária - Perdão judicial - Remição da pena - Livramento condicional - Pena restritiva de direitos - Suspensão condicional da pena - Prestação de serviço - Comunidade - Multa - Medida de segurança - Periculosidade - Cessação - Incidente de execução     JUSTIÇA FEDERAL    CRIME    INFRAÇÃO    MINISTÉRIO PÚBLICO - Competência    PROCESSO PENAL    PENA    CONSELHO PENITENCIÁRIO    CONSELHO NACIONAL DE POLÍTICA CRIMINAL E PENITENCIÁRIA    MINISTÉRIO DA JUSTIÇA    JUÍZO DE EXECUÇÃO    PRISÃO ALBERGUE    INDULTO    PROCESSO JUDICIAL
PL,7232,1984,PL 7232/1984,Lei Ordinária,Lei de Informática (1984); Lei de Política Nacional de Informática  ,LEI DE INFORMÁTICA (1984) - Política nacional - Informática    CONIN - Criação  - Membros    SEI - Competência    FUNDAÇÃO CENTRO TECNOLÓGICO PARA INFORMÁTICA - Criação    PLANIN        
PL,7238,1984,PL 7238/1984,Lei Ordinária,Lei do Reajuste Salarial Automático; Lei Marchezan,SALÁRIO - Reajustamento - Correção - Base de cálculo - INPC - Empresa pública - Trabalhador - Trabalhador avulso - SUNAMAM - CNPS - Negociação coletiva de trabalho    LEI DO REAJUSTE SALARIAL AUTOMÁTICO
PL,7244,1984,PL 7244/1984,Lei Ordinária,Lei do Juizado de Pequenas Causas,JUIZADO ESPECIAL DE PEQUENAS CAUSAS - Criação    LEI DO JUIZADO DE PEQUENAS CAUSAS
PL,7276,1984,PL 7276/1984,Lei Ordinária,"Lei Orçamentária Anual (LOA), 1985","ORÇAMENTO, 1985 - União Federal    LEI ORÇAMENTÁRIA ANUAL (LOA), 1985"
PL,7289,1984,PL 7289/1984,Lei Ordinária,Estatuto dos Policiais Militares do Distrito Federal; Estatuto dos Policiais Militares da Polícia Militar do Distrito Federal; Estatuto dos Policiais Militares do DF,POLICIAL MILITAR - Distrito Federal - Estatuto    POLÍCIA MILITAR    ESTATUTO DOS POLICIAIS MILITARES DO DISTRITO FEDERAL
PL,7295,1984,PL 7295/1984,Lei Ordinária,Lei Mauro Benevides ,PODER EXECUTIVO - Processo - Fiscalização - Câmara dos Deputados - Senado Federal - Ato administrativo - Administração indireta    LEI MAURO BENEVIDES
PL,73,1993,PL 73/1993,Lei Complementar,Lei Orgânica da Advocacia-Geral da União,LEI ORGÂNICA - Advocacia-Geral da União - Criação    LEI ORGÂNICA DA ADVOCACIA-GERAL DA UNIÃO
PL,7300,1985,PL 7300/1985,Lei Ordinária,Lei Sarney Filho,EMPRESA JORNALÍSTICA - Definição    EQUIPARAÇÃO - Responsabilidade civil - Responsabilidade penal - Empresa jornalística    RADIODIFUSÃO - Televisão - Exploração    EMPRESA - Produção cinematográfica    AGÊNCIA DE NOTÍCIAS    EMPRESA DE NOTÍCIAS    EMPRESA - Edição - Jornal - Periódico    LEI SARNEY FILHO
PL,7347,1985,PL 7347/1985,Lei Ordinária,Lei da Ação Civil Pública (Defesa de Interesses Difusos); Lei dos Interesses Difusos,AÇÃO CIVIL PÚBLICA - Danos - Danos emergentes - Danos irreparáveis - Danos materiais - Danos pessoais - Meio ambiente - Consumidor - Defesa do consumidor - Bens paisagísticos - Bens turísticos - Bens culturais    FUNDO DE RECONSTITUIÇÃO DE BENS LESADOS - Criação    PATRIMÔNIO CULTURAL    PATRIMÔNIO HISTÓRICO    LEI DA AÇÃO CIVIL PÚBLICA (DEFESA DE INTERESSES DIFUSOS)    
PL,7357,1985,PL 7357/1985,Lei Ordinária,Lei do Cheque ,CHEQUE - Emissão - Forma - Transmisão - Aval - Apresentação - Pagamento - Prescrição - Disponibilidade financeira - Fundos - Pagamento - Juros - Obrigações - Cheque cruzado - Conflito de jurisdição - Prazo - Pluralidade - Créditos - Conta bancária    LEI DO CHEQUE
PL,7418,1985,PL 7418/1985,Lei Ordinária,Lei do Vale-Transporte ,VALE-TRANSPORTE - Criação - Empregador - Pessoa física - Pessoa jurídica - Antecipação - Trabalhador - Despesa - Deslocamento - Residência - Trabalho - Utilização - Sistema - Transporte coletivo urbano - Transporte coletivo - Interestadual - Operação - Poder público.- Requisito - Ausência - Natureza salarial - Incidência - Contribuição previdenciária - Fundo de Garantia do Tempo de Serviço (FGTS) - Rendimento Tributável - Trabalhador. Autorização - Pessoa Jurídica - Dedução - Imposto sobre a Renda e Proventos de Qualquer Natureza (IR) - Despesa    LEI DO VALE-TRANSPORTE
PL,7420,1985,PL 7420/1985,Lei Ordinária,"Lei Orçamentária Anual (LOA), 1986","ORÇAMENTO, 1986 - União Federal    LEI ORÇAMENTÁRIA ANUAL (LOA), 1986"
PL,7437,1985,PL 7437/1985,Lei Ordinária,Lei Caó ,DISCRIMINAÇÃO RACIAL - Raça - Cor - Sexo - Estado Civil - Discriminação sexual - Responsabilidade civil - Contravenção penal    LEI CAÓ
PL,7444,1985,PL 7444/1985,Lei Ordinária,Lei do Processamento Eletrônico do Eleitorado ,TSE - Processamento de Dados - Implantação - Alistamento eleitoral - Revisão - Eleitorado - Justiça Eleitoral    REVISÃO - Eleitorado - Apresentação - Título de Eleitor    LEI DO PROCESSAMENTO ELETRÔNICO DO ELEITORADO
PL,7479,1986,PL 7479/1986,Lei Ordinária,Estatuto dos Bombeiros do Distrito Federal; Estatuto dos Bombeiros do DF,CORPO DE BOMBEIROS - Bombeiro Militar - Distrito Federal - Estatuto    ESTATUTO DOS BOMBEIROS DO DISTRITO FEDERAL
PL,7492,1986,PL 7492/1986,Lei Ordinária,Lei do Colarinho Branco (1986); Lei dos Crimes Financeiros; Lei dos Crimes contra o Sistema Financeiro Nacional,SISTEMA FINANCEIRO NACIONAL - Crime     PROCEDIMENTO CRIMINAL - Crime - Sistema financeiro    INSTITUIÇÃO FINANCEIRA - Definição    LEI DO COLARINHO BRANCO (1986)    
PL,13414,2017,PL 13414/2017,Lei Ordinária,"Lei Orçamentária Anual (LOA), 2017","ORÇAMENTO, 2017 - União - Despesa - Receita    ORÇAMENTO FISCAL    ORÇAMENTO DA SEGURIDADE SOCIAL    ORÇAMENTO DE INVESTIMENTO - Fonte - Financiamento    DÍVIDA PÚBLICA FEDERAL - Refinanciamento    CRÉDITO SUPLEMENTAR - Abertura - Autorização - Partido Político - Fundo Partidário - Recursos Financeiros - Manutenção - Funcionamento - Superávit financeiro    TÍTULO DA DÍVIDA AGRÁRIA - Operação financeira - Emissão - Contratação    OBRA PÚBLICA - Serviços públicos - Irregularidade - Eletrobras Termonuclear (Eletronuclear) - Fundo Nacional de Saúde (FNS) - Agência Nacional de Transportes Terrestres (ANTT) - Ministério do Esporte - Ministério da Integração Nacional - Ministério das Cidades    OPERAÇÃO DE CRÉDITO - Contratação    DESPESA TOTAL COM PESSOAL - Administração pública - Despesa - Encargo social - Contratação - Admissão - Carreira - Criação - Cargo público - Provimento - Emprego público - Função pública - Função de confiança - Remuneração - Aumento - Poder Legislativo - Câmara dos Deputados - Senado Federal - Poder Executivo - Poder Judiciário - Ministério Público da União    LEI ORÇAMENTÁRIA ANUAL (LOA), 2017"
PL,13429,2017,PL 13429/2017,Lei Ordinária,Lei da Terceirização,TRABALHO TEMPORÁRIO - Trabalhador temporário - Registro - Direitos - Contribuição previdenciária - Contrato de trabalho temporário - Contrato de experiência - Período de experiência - Inaplicação - Prazo    TERCEIRIZAÇÃO - Prestação de serviços - Empresa tomadora de serviços - Área urbana - Vínculo empregatício - Substituição - Transitoriedade - Trabalhador terceirizado    TRABALHADOR - Greve - Substituição - Proibição    EMPRESA - Contratante - Responsabilidade subsidiaria - Obrigação trabalhista - Contribuição previdenciária - Recolhimento - Atendimento médico - Plano de saúde - Auxílio-alimentação    CONSOLIDAÇÃO DAS LEIS DO TRABALHO (CLT) - Empresa - Transporte de valores - Segurança privada - Legislação especial    LEI DO TRABALHO TEMPORÁRIO - Alteração    LEI DA TERCEIRIZAÇÃO
PL,13445,2017,PL 13445/2017,Lei Ordinária,Lei de Migração,MIGRANTE - Direitos - Deveres - Visitante - Política pública - Diretrizes - Emigrante - Imigrante - Imigração - Residente fronteiriço - Apátrida - Garantia - Proteção - Natureza jurídica - Asilo político - Refugiado - Extradição - Cooperação internacional - Execução penal - Transferência - Preso condenado - Infração administrativa - Penalidade administrativa - Multa - Valor    DOCUMENTO DE VIAGEM - Passaporte - Laissez-passer - Autorização - Retorno - Salvo-conduto - Carteira de marítimo - Carteira de matrícula consular - Registro de Identidade Civil (RIC) - Carteira de Identidade (CI) - Documento - Tripulação - Membro - Transporte aéreo - Visto consular - Visto temporário - Visto diplomático - Visto oficial - Visto de cortesia - Emissão - Validade    IMIGRANTE - Identificação civil - Autorização - Residência - Reunião - Família - Território nacional - Entrada - Saída - Fiscalização - Fronteira - Criança - Adolescente - Impedimento - Ingresso - País - Retirada - Repatriação - Deportação - Expulsão - Obrigatoriedade - Proibição - Opção - Nacionalidade - Naturalização - Perda - Reaquisição    TABELA - Taxa - Emolumento    LEI DE MIGRAÇÃO    CÓDIGO PENAL - Alteração
PL,13460,2017,PL 13460/2017,Lei Ordinária,Lei de Defesa dos Direitos do Usuário de Serviços Públicos,ADMINISTRAÇÃO PÚBLICA - Administração direta - Administração indireta - Concessionária de serviços públicos - Permissionário (administração pública) - União - Estado (ente federado) - Distrito Federal (Brasil) - Município - Advocacia pública - Defensoria pública - Agente público - Servidor público civil - Militar - Usuário de serviços - Serviços públicos - Prestação de serviços - Prestador de serviço - Oferecimento - Direito do consumidor - Atendimento - Informação - Reclamação - Denúncia - Sugestão - Elogio - Acesso à informação - Avaliação    USUÁRIO DE SERVIÇOS - Direitos - Deveres - Participação - Proteção - Defesa - Manifestação - Ouvidoria pública    CARTA DE SERVIÇOS AO CIDADÃO    CONSELHOS DE USUÁRIOS - Criação    LEI DE DEFESA DOS DIREITOS DO USUÁRIO DE SERVIÇOS PÚBLICOS    
PL,13467,2017,PL 13467/2017,Lei Ordinária,Reforma Trabalhista,REFORMA TRABALHISTA    CONSOLIDAÇÃO DAS LEIS DO TRABALHO (CLT) - Legislação trabalhista - Alteração    LEI DO TRABALHO TEMPORÁRIO - Alteração    LEI DO FGTS - Alteração    LEI ORGÂNICA DA SEGURIDADE SOCIAL - Alteração    EMPRESA - Personalidade jurídica - Controle - Administração - Grupo econômico - Sócio - Responsabilidade solidária - Obrigações - Vínculo empregatício    SERVIÇO EFETIVO - Tempo de serviço - Contagem - Indenização trabalhista - Estabilidade de emprego - Empregado - Período - Afastamento ao trabalhador celetista - Serviço militar obrigatório - Acidente do trabalho    EMPREGADO - Hora extra - Opção - Escolha - Atividade privada - Interesse individual - Atividade religiosa - Repouso - Lazer - Estudo - Alimentação - Convivência social - Higiene pessoal - Troca - Uniforme profissional - Pagamento - Acréscimo - Remuneração - Percentual    JURISPRUDÊNCIA - Súmula - Tribunal Superior do Trabalho (TST) - Tribunal Regional do Trabalho (TRT) - Restrição - Direitos - Direito do Trabalho    CRÉDITO TRABALHISTA - Prescrição - Prazo prescricional - Trabalhador rural - Trabalhador urbano - Interrupção - Ajuizamento - Reclamação trabalhista    EMPREGADOR - Registro do empregado - Multa - Infração - Infração trabalhista - Recolhimento - Contribuição previdenciária - Depósito - Fundo de Garantia do Tempo de Serviço (FGTS) - Uniforme - Vestuário - Roupa - Higienização - Trabalhador - Desconto - Folha de pagamento - Contribuição sindical - Autorização - Recolhimento    JORNADA DE TRABALHO - Regime de tempo parcial - Compensação de horas de trabalho - Férias - Abono de férias - Banco de horas - Rescisão do contrato - Acordo trabalhista - Acordo individual de trabalho - Acordo tácito - Acordo escrito - Intervalo para repouso ou refeição    TRABALHO TEMPORÁRIO - Trabalhador temporário - Registro - Direitos - Contribuição previdenciária - Contrato    SERVIÇO TERCEIRIZADO - Terceirização - Prestação de serviços - Terceiro - Transferência - Contratante - Execução - Pessoa jurídica de direito privado - Prestador de serviço - Empregado - Demissão - Contratação - Prazo    TRABALHO A DISTÂNCIA    FÉRIAS - Parcelamento - Divisão - Gozo de férias - Usufruto - Período    DANO EXTRAPATRIMONIAL - Responsabilidade - Reparação do dano - Ofensa - Retratação - Vínculo empregatício    PROTEÇÃO À MATERNIDADE - Gestante - Gravidez - Afastamento - Atividade insalubre - Insalubridade - Amamentação - Atestado médico - Horário especial - Afastamento ao trabalhador celetista - Adicional de insalubridade - Pagamento - Salário-maternidade    CONTRATAÇÃO - Trabalhador autônomo    TRABALHO INTERMITENTE - Contrato de trabalho - Extinção - Carteira de Trabalho e Previdência Social (CTPS) - Anotação    CONTRATO INDIVIDUAL DO TRABALHO - Empregado - Diploma - Nível superior - Educação superior - Alteração - Obrigação trabalhista - Quitação - Regime Geral de Previdência Social (RGPS)    SUCESSÃO EMPRESARIAL    EMPREGADO - Representação - Comissão - Atribuição - Eleição - Membro - Mandato - Prêmio - Incentivo funcional - Discriminação racial - Discriminação sexual -     SALÁRIO - Composição - Valor monetário - Assistência médico-odontológica - Ressarcimento - Despesa - Medicamento - Óculos - Prótese ortopédica - Órtese - Diferença salarial - Promoção - Equiparação salarial    CONVENÇÃO COLETIVA DO TRABALHO - Acordo coletivo do trabalho - Prazo - Duração - Período - Horário    MULTA ADMINISTRATIVA TRABALHISTA - Reajuste     VARA DO TRABALHO - Competência    TRIBUNAL PLENO - Competência    DANO PROCESSUAL - Responsabilidade - Multa - Ônus - Prova (direito do trabalho)    PROCESSO TRABALHISTA - Prazo - Prorrogação - Justiça gratuita - Concessão - Incidente de Desconsideração da Personalidade Jurídica    HONORÁRIOS PERICIAIS - Pagamento - Responsabilidade - Sucumbente - Parcelamento - Honorários de sucumbência - Fazenda Pública - Ação judicial - Reconvenção    DISSÍDIO INDIVIDUAL - Reclamação trabalhista - Audiência de instrução e julgamento - Preposto - Julgamento - Suspensão - Reclamante - Ausência - Custas - Pagamento - Processo judicial eletrônico - Apresentação - Defesa escrita    PROCESSO VOLUNTÁRIO - Jurisdição voluntária - Homologação - Acordo extrajudicial - Petição - Prescrição - Prazo - Execução trabalhista - Decisão judicial - Trânsito em julgado - Protesto - Serviço de Proteção ao Crédito (SPC) - Inscrição - Nome    ENTIDADE FILANTRÓPICA - Diretoria - Garantia - Penhora    TRIBUNAL SUPERIOR DO TRABALHO (TST) - Recurso de revista - Depósito recursal - Valor monetário - Isenção - Substituição - Fiança bancária    FUNDO DE GARANTIA DO TEMPO DE SERVIÇO (FGTS) - Conta vinculada do FGTS - Movimentação - Contrato de trabalho - Extinção    SALÁRIO DE CONTRIBUIÇÃO - Diária - Viagem - Valor monetário - Assistência médico-odontológica - Empresa - Convênio - Ressarcimento - Despesa - Medicamento - Óculos - Prótese ortopédica - Órtese - Prêmio - Abono salarial    
PL,13473,2017,PL 13473/2017,Lei Ordinária,Lei de Diretrizes Orçamentárias (LDO) (2018); LDO,"ORÇAMENTO, 2018 - União - Elaboração - Aprovação - Execução - Diretrizes - Publicidade - Alteração    ORÇAMENTO, 2018 - União - Prioridade    LEI DE DIRETRIZES ORÇAMENTÁRIAS (LDO) - Exercício financeiro - 2018    ORÇAMENTO, 2018 - União - Despesa orçamentária - Receita - Dotação orçamentária - Riscos    ADMINISTRAÇÃO PÚBLICA - Administração Federal - Meta fiscal - Prioridade - Programa de Aceleração do Crescimento (PAC) - Superávit    DÉBITO JUDICIAL - Precatório - Pagamento    ORÇAMENTO FISCAL - Diretrizes - Empréstimo - Financiamento - Refinanciamento - Limitação - Prorrogação    ORÇAMENTO DA SEGURIDADE SOCIAL - Diretrizes    ORÇAMENTO DE INVESTIMENTO - Diretrizes    PROGRAMA DE DISPÊNDIOS GLOBAIS (PDG) - Empresa - Petróleo Brasileiro (Petrobras) - Centrais Elétricas Brasileiras (Eletrobras) - Meta    RESERVA DE CONTINGÊNCIA    PROJETO DE LEI - Crédito suplementar - Crédito especial - Abertura - Reabertura    UNIÃO - Despesa total com pessoal - Encargo social - Benefício assistencial - Servidor público civil - Empregado público - Dependente    RESERVA DE CONTINGÊNCIA    PROJETO DE LEI ORÇAMENTÁRIA ANUAL, 2018 - Poder Legislativo - Poder Judiciário - Ministério Público da União (MPU) - Defensoria Pública da União (DPU) - Resultado primário    RECURSOS FINANCEIROS - Transferência - Estado (ente federado) - Distrito Federal (Brasil) - Município     RECURSOS FINANCEIROS - Transferência - Setor privado - Destinação - Subvenção social - Instituição particular - Instituição beneficente - Registro - Conselho Nacional de Assistência Social (CNAS) - Organização da Sociedade Civil de Interesse Público (OSCIP)    RECURSOS FINANCEIROS - Transferência voluntária - Auxílio financeiro    DÍVIDA PÚBLICA    AGÊNCIA DE FOMENTO - Recursos financeiros - Aplicação    PROGRAMAÇÃO ORÇAMENTÁRIA E FINANCEIRA - Poder Executivo - Execução - Emenda - Parlamentar - Emenda individual - Emenda de bancada estadual - Acréscimo    LEGISLAÇÃO TRIBUTÁRIA - Alteração - Adequação orçamentária    LEI ORÇAMENTÁRIA - Alteração    OBRA PÚBLICA - Serviços públicos - Fiscalização - Poder Legislativo - Irregularidade - Transparência pública - Internet - Divulgação - Publicidade    DESPESA PÚBLICA - Limitação - Empenho da despesa - Obrigação legal    RISCO FISCAL    SAÚDE - Serviços públicos "
PL,13487,2017,PL 13487/2017,Lei Ordinária,Fundo público de financiamento de campanhas eleitorais,FUNDO ESPECIAL DE FINANCIAMENTO DE CAMPANHA (FEFC) - Criação - Dotação orçamentária - União - Valor - Equivalência - Cálculo - Ano eleitoral - Tribunal Superior Eleitoral (TSE) - Percentual - Tesouro Nacional - Depósito - Recursos financeiros - Banco do Brasil (BB) - Divulgação - Prazo - Devolução - Prestação de contas - Redução - Compensação - Remanejamento - Poder Legislativo    PROPAGANDA POLÍTICA PAGA - Propaganda eleitoral paga - Rádio - Televisão - Mídia - Proibição    EMPRESA DE COMUNICAÇÃO - Radiocomunicação - Televisão - Horário eleitoral gratuito - Compensação fiscal - Veiculação - Propaganda - Gratuidade - Plebiscito - Referendo    ELEIÇÕES - Presidente da República - Vice Presidente da República - Governador - Vice-Governador - Estado (ente federado) - Distrito Federal (Brasil) - Prefeito - Vice-Prefeito - Município - Senador - Deputado Federal - Deputado Estadual - Deputado Distrital - Território Nacional - Legislação eleitoral - Realização    PARTIDO POLÍTICO - Entidade privada - Fundação privada - Fundação de apoio - Pesquisa - Proselitismo político - Atividade político-partidária - Educação - Estudo - Estudos políticos - Patrimônio - Extinção - Incorporação - Fusão - Conversão - Transformação - Sucessão - Direitos - Deveres - Obrigações    FUNDO PÚBLICO DE FINANCIAMENTO DE CAMPANHAS ELEITORAIS    LEI DAS ELEIÇÕES (1997) - Alteração    LEI ORGÂNICA DOS PARTIDOS POLÍTICOS (1995) - Alteração
PL,135,2010,PL 135/2010,Lei Complementar,Lei da Ficha Limpa,LEI DE INELEGIBILIDADE - Alteração    ELEIÇÕES - Inelegibilidade - Registro - Cassação - Desincompatibilização - Candidato - Candidatura - Prazo - Período - Mandato - Encerramento - Condenação    ELEIÇÕES - Candidato - Cargo público - Dispensa - Trânsito em julgado - Exigência - Julgamento - Sentença judicial - Representação - Justiça Eleitoral - Poder econômico - Abuso de poder - Autoridade    CRIME CONTRA A ECONOMIA POPULAR    CRIME CONTRA A FÉ PUBLICA    CRIME CONTRA A ADMINISTRAÇÃO PÚBLICA    CRIME CONTRA O PATRIMÔNIO    CRIME CONTRA O SISTEMA FINANCEIRO NACIONAL    CRIME CONTRA A SAÚDE PÚBLICA    CRIME CONTRA O MEIO AMBIENTE    CRIME ELEITORAL    CRIME CONTRA A VIDA    CRIME CONTRA A DIGNIDADE SEXUAL    CRIME HEDIONDO    CRIME - Lavagem de dinheiro - Ocultação - Bens - Direitos - tráfico - Entorpecente - Drogas - Discriminação racial - Tortura - Terrorismo - Escravatura - Organização criminosa - Quadrilha - Incompatibilidade - Militar    CARGO PÚBLICO - Função pública - Exercício profissional - Contas eleitorais - Rejeição - Irregularidade - Dolo - Improbidade administrativa - Benefício - Pessoa - Terceiro - Abuso de poder - Abuso do poder econômico - Corrupção - Eleições - Enriquecimento ilícito - Patrimônio público - Lesão    SUSPENSÃO DE EXERCÍCIO DE MANDATO    DIREITOS POLÍTICOS - Suspensão    ELEIÇÃO - Campanha eleitoral - Recursos financeiros - Doação - Captação - Captação de sufrágio - Gasto eleitoral - Ilicitude - Pessoa física - Pessoa jurídica    EXERCÍCIO PROFISSIONAL - Infração - Ética - Conselho Federal - Conselho Regional - Exclusão     VÍNCULO CONJUGAL - União estável - Encerramento - Simulação    SERVIÇO PÚBLICO - Demissão    MINISTÉRIO PÚBLICO - Membro - Magistrado - Processo administrativo disciplinar - Pendência - Aposentadoria compulsória - Aposentadoria voluntária - Cargo público - Exoneração - Pedido - Sentença judicial    MANDATO ELETIVO - Exercício - Moralidade    POLÍTICA - Ingresso    LEI DA FICHA LIMPA    
PL,13587,2018,PL 13587/2018,Lei Ordinária,"Lei Orçamentária Anual (LOA), 2018","ORÇAMENTO, 2018 - União - Despesa - Receita    ORÇAMENTO FISCAL    ORÇAMENTO DA SEGURIDADE SOCIAL    DÍVIDA PÚBLICA FEDERAL - Refinanciamento    CRÉDITO SUPLEMENTAR - Abertura - Autorização - Complementação - Partido Político - Fundo Partidário - Recursos Financeiros - Manutenção - Funcionamento - Superávit financeiro    ORÇAMENTO DE INVESTIMENTO - Fonte - Financiamento    TÍTULO DA DÍVIDA AGRÁRIA - Operação financeira - Emissão - Contratação    OPERAÇÃO DE CRÉDITO - Contratação - Reserva de contingência    DESPESA TOTAL COM PESSOAL - Administração pública - Despesa - Encargo social - Contratação - Admissão - Carreira - Criação - Cargo público - Provimento - Emprego público - Função pública - Função de confiança - Remuneração - Aumento - Poder Legislativo - Câmara dos Deputados - Senado Federal - Poder Executivo - Poder Judiciário - Ministério Público da União - Defensoria Pública da União (DPU)    OBRA PÚBLICA - Serviços públicos - Irregularidade - Fundação Oswaldo Cruz - Ministério dos Transportes, Portos e Aviação Civil - VALEC Engenharia, Construções e Ferrovias - Agência Nacional de Transportes Terrestres (ANTT) - Ministério da Integração Nacional - Departamento Nacional de Infraestrutura de Transportes (DNIT) - Ministério das Cidades    LEI ORÇAMENTÁRIA ANUAL (LOA), 2018    "
PL,13642,2018,PL 13642/2018,Lei Ordinária,Lei Lola,DEPARTAMENTO DE POLÍCIA FEDERAL (DPF) - Atribuição - Competência - Investigação - Apuração - Crime - Internet - Crime cibernético - Propagação - Difusão - Misoginia - Violência contra a mulher - Machismo - Direitos humanos - Violação    POLÍCIA FEDERAL - Investigação criminal - Infração penal - Repressão - Policial federal    MULHER - Crime de ódio    LEI LOLA    
PL,10216,2001,PL 10216/2001,Lei Ordinária, Lei da Reforma Psiquiátrica; Lei Paulo Delgado,SAÚDE MENTAL - Assistência à saúde    SAÚDE MENTAL - Internação voluntária - Internação involuntária  - Internação compulsória - Assistência psiquiátrica - Usuário - Consentimento - Terceiro - Determinação - Justiça    TRANSTORNO MENTAL - Portador - Proteção - Direitos - Tratamento médico - Tratamento terapêutico    TRANSTORNO MENTAL - Portador - Internamento - Asilo - Proibição    TRANSTORNO MENTAL - Pesquisa científica - Diagnóstico - Terapêutica - Autorização    CONSELHO NACIONAL DE SAÚDE (CNS) - Competência    LEI DA REFORMA PSIQUIÁTRICA    
PL,10219,2001,PL 10219/2001,Lei Ordinária,Lei da Bolsa Escola ,BOLSA ESCOLA - Criação - Município - União - Participação - Atividade social - Atividade educativa    ENSINO FUNDAMENTAL - Frequência escolar - Matrícula    FAMÍLIA - Assistência financeira - Carência - Benefício - Escola - Dependente - Filho - Programa de Erradicação do Trabalho Infantil (Peti) - Inclusão - Proibição - Município    UNIÃO - Fundo de Participação dos Municípios (FPM) - Fundo de Participação dos Estados e do Distrito Federal (FPE) - Crédito - Transferência - Recursos financeiros    MUNICÍPIO - Índice de Desenvolvimento Humano (IDH) - Adesão - Homologação - Crédito    MINISTÉRIO DA EDUCAÇÃO - Organização administrativa - Competência    CONSELHO NACIONAL DE EDUCAÇÃO (CNE) - Vinculação    INSTITUTO BENJAMIN CONSTANT - Instituto Nacional de Educação de Surdos (INES) - Vinculação    LEI DA BOLSA ESCOLA
PL,10223,2001,PL 10223/2001,Lei Ordinária,Lei da Cirurgia Reparadora de Mama ,PLANO DE SAÚDE - Operadora - Assistência - Obrigatoriedade    SEGURO PRIVADO - Saúde - Assistência    CIRURGIA PLÁSTICA - Mama - Reconstrução    CÂNCER - Tratamento - Mama - Mutilação - Cirurgia - Reparação    CÂNCER DE MAMA    LEI DA CIRURGIA REPARADORA DE MAMA
